   104 , 1230783.12
   105 , 1098945.00
   106 ,  905795.88
   107 ,  605585.31
   108 ,  471883.03
   109 ,   95174.66
   110 , -262504.47
   111 , -322351.31
   112 , -450430.38
   113 , -793349.56
   114 , -1201289.75
   115 , -1398794.75
   116 , -1760084.38
   117 , -1918694.12
   118 , -2134833.50
   119 , -2416100.00
   120 , -2465496.00
   121 , -2816603.75
   122 , -3074331.25
   123 , -3470159.00
   124 , -3433931.75
   125 , -3615218.25
   126 , -3740173.25
   127 , -3957534.25
   128 , -3983989.50
   129 , -4009318.25
   130 , -4200571.00
   131 , -4246515.00
   132 , -4073945.25
   133 , -4157721.25
   134 , -4335327.00
   135 , -4315176.00
   136 , -4172520.50
   137 , -3916301.50
   138 , -4025135.75
   139 , -3718008.00
   140 , -3644948.25
   141 , -3598035.75
   142 , -3378899.50
   143 , -3200796.50
   144 , -3218199.25
   145 , -2809521.50
   146 , -2501590.25
   147 , -2303273.25
   148 , -2250796.50
   149 , -1702385.50
   150 , -1631642.50
   151 , -1109813.12
   152 , -1092463.12
   153 , -694835.12
   154 , -244652.42
   155 ,  -61316.13
   156 ,  138684.34
   157 ,  606299.19
   158 ,  878195.94
   159 , 1094471.50
   160 , 1715583.12
   161 , 1868769.50
   162 , 2184455.00
   163 , 2356797.25
   164 , 2767065.00
   165 , 3129827.50
   166 , 3211458.00
   167 , 3535221.50
   168 , 3796197.50
   169 , 3818823.25
   170 , 4393873.00
   171 , 4401488.00
   172 , 4543487.00
   173 , 4581258.50
   174 , 4893814.00
   175 , 5043037.00
   176 , 4981662.00
   177 , 5182230.50
   178 , 5201100.00
   179 , 5221034.50
   180 , 5140194.50
   181 , 5209230.00
   182 , 5316817.00
   183 , 5118280.50
   184 , 4920927.50
   185 , 4919242.50
   186 , 4818322.50
   187 , 4861675.00
   188 , 4688950.50
   189 , 4323140.00
   190 , 4198644.50
   191 , 3961180.75
   192 , 3715690.50
   193 , 3576987.75
   194 , 3363150.50
   195 , 2989798.75
   196 , 2707770.25
   197 , 2610311.25
   198 , 2024774.12
   199 , 1815364.88
   200 , 1451979.38
   201 , 1157221.62
   202 , 1087221.25
   203 ,  570344.31
   204 ,  166074.47
   205 ,    7453.31
   206 , -324285.03
   207 , -522861.94
   208 , -787880.31
   209 , -1524621.62
   210 , -1472240.50
   211 , -1908074.50
   212 , -2218371.50
   213 , -2188313.00
   214 , -2776481.25
   215 , -2878461.25
   216 , -3094065.50
   217 , -3354660.00
   218 , -3339918.25
   219 , -3600897.50
   220 , -3832653.75
   221 , -3868586.75
   222 , -3864423.75
   223 , -4002990.50
   224 , -4055504.50
   225 , -4273325.00
   226 , -4194323.50
   227 , -4139405.75
   228 , -4067555.00
   229 , -4060064.25
   230 , -4059315.75
   231 , -4156288.75
   232 , -3966734.75
   233 , -3898277.25
   234 , -3715416.50
   235 , -3467005.50
   236 , -3545773.25
   237 , -3105327.75
   238 , -3046257.75
   239 , -2827410.00
   240 , -2693703.50
   241 , -2477441.75
   242 , -2242219.50
   243 , -1830806.38
   244 , -1742989.38
   245 , -1350083.62
   246 , -1006525.44
   247 , -927313.88
   248 , -576098.38
   249 , -325447.78
   250 , -148248.17
   251 ,  230224.12
   252 ,  518063.25
   253 ,  556949.81
   254 , 1065004.00
   255 , 1326299.62
   256 , 1409055.50
   257 , 1643944.38
   258 , 1794321.38
   259 , 2027106.62
   260 , 2246550.50
   261 , 2618949.50
   262 , 2566794.00
   263 , 2724360.25
   264 , 2816649.00
   265 , 2952490.25
   266 , 2873370.50
   267 , 3148512.00
   268 , 3200529.75
   269 , 3106998.00
   270 , 3268653.00
   271 , 3089579.50
   272 , 3088198.25
   273 , 3040818.75
   274 , 2920900.75
   275 , 2900072.75
   276 , 2745219.75
   277 , 2637479.50
   278 , 2728808.75
   279 , 2397405.50
   280 , 2156982.75
   281 , 2108881.75
   282 , 1929355.38
   283 , 1608213.12
   284 , 1405982.62
   285 , 1021678.88
   286 , 1084243.12
   287 ,  764718.19
   288 ,  446023.47
   289 ,  198013.91
   290 , -195479.81
   291 , -259646.84
   292 , -497510.78
   293 , -865551.31
   294 , -1143092.88
   295 , -1273771.62
   296 , -1540326.38
   297 , -1888484.88
   298 , -2157604.75
   299 , -2443850.00
   300 , -2587618.25
   301 , -2722584.75
   302 , -3191069.75
   303 , -3269589.00
   304 , -3496003.75
   305 , -3556052.25
   306 , -3579904.25
   307 , -3888281.25
   308 , -3841265.00
   309 , -4179064.00
   310 , -4198574.00
   311 , -4218746.00
   312 , -4261680.00
   313 , -4210474.50
   314 , -4179414.50
   315 , -4198020.00
   316 , -4082491.25
   317 , -3962849.00
   318 , -4074063.75
   319 , -3971827.00
   320 , -3713280.75
   321 , -3588333.25
   322 , -3339869.75
   323 , -3336827.25
   324 , -3117270.75
   325 , -2917743.25
   326 , -2596904.25
   327 , -2392274.25
   328 , -2188977.25
   329 , -2063704.75
   330 , -1542630.88
   331 , -1155615.00
   332 , -883408.00
   333 , -617280.50
   334 , -470296.00
   335 ,   25061.73
   336 ,  208449.27
   337 ,  654287.06
   338 ,  843298.19
   339 , 1200386.12
   340 , 1656734.50
   341 , 1770945.12
   342 , 2142049.50
   343 , 2486966.00
   344 , 2665716.00
   345 , 2910081.25
   346 , 3078921.75
   347 , 3552297.75
   348 , 3781076.00
   349 , 3964832.75
   350 , 4176034.25
   351 , 4442351.50
   352 , 4507603.00
   353 , 4766183.50
   354 , 4849312.00
   355 , 4831737.00
   356 , 4841496.50
   357 , 5058138.00
   358 , 5021520.00
   359 , 5366479.50
   360 , 5313378.00
   361 , 5135609.50
   362 , 5218978.00
   363 , 4983844.50
   364 , 5165378.50
   365 , 5131619.50
   366 , 5057306.50
   367 , 4735375.00
   368 , 4559187.00
   369 , 4363018.50
   370 , 4117158.00
   371 , 3917678.50
   372 , 3754498.50
   373 , 3449798.50
   374 , 3207693.25
   375 , 3045008.50
   376 , 2661259.75
   377 , 2475197.00
   378 , 2195746.75
   379 , 1877395.00
   380 , 1573306.38
   381 , 1338657.00
   382 ,  858481.00
   383 ,  666185.94
   384 ,  275644.81
   385 ,   42612.23
   386 , -390858.50
   387 , -620491.88
   388 , -970262.38
   389 , -1322831.50
   390 , -1524046.88
   391 , -2014888.00
   392 , -2046805.38
   393 , -2466869.50
   394 , -2549289.00
   395 , -2678072.75
   396 , -3132745.50
   397 , -3316980.00
   398 , -3520401.50
   399 , -3589051.50
