     1 , 5203374.00
     2 , 5180909.50
     3 , 5254198.00
     4 , 5041442.00
     5 , 5068752.50
     6 , 4775545.50
     7 , 4631498.50
     8 , 4440490.00
     9 , 4313983.00
    10 , 4254070.00
    11 , 4003694.25
    12 , 3722073.25
    13 , 3503113.50
    14 , 3444907.75
    15 , 2891987.00
    16 , 2737202.00
    17 , 2468985.25
    18 , 2180717.75
    19 , 1849922.38
    20 , 1506542.38
    21 , 1283083.88
    22 ,  572552.50
    23 ,  740298.69
    24 ,  139535.75
    25 ,  -37351.44
    26 , -631095.88
    27 , -811618.19
    28 , -1025935.69
    29 , -1293429.50
    30 , -1748828.50
    31 , -1805417.50
    32 , -2262922.00
    33 , -2172692.75
    34 , -2663455.00
    35 , -3030978.50
    36 , -2957655.00
    37 , -3198712.25
    38 , -3469724.75
    39 , -3587364.50
    40 , -3747754.50
    41 , -3934534.50
    42 , -3971833.00
    43 , -4037779.00
    44 , -4035092.75
    45 , -4359096.00
    46 , -4231881.50
    47 , -4247930.00
    48 , -4154670.75
    49 , -4010741.75
    50 , -4152123.50
    51 , -4130470.25
    52 , -3859462.25
    53 , -3859369.50
    54 , -3688980.25
    55 , -3559260.75
    56 , -3520387.25
    57 , -3213939.25
    58 , -2994021.75
    59 , -2846943.75
    60 , -2559184.75
    61 , -2372696.75
    62 , -2021316.00
    63 , -1956888.75
    64 , -1516232.75
    65 , -1475060.00
    66 , -1057753.25
    67 , -894016.69
    68 , -589733.44
    69 , -466946.81
    70 , -175134.00
    71 ,  109707.27
    72 ,  373414.09
    73 ,  690599.25
    74 ,  998468.00
    75 , 1094330.88
    76 , 1573034.25
    77 , 1724285.88
    78 , 1925919.75
    79 , 1927319.75
    80 , 2228111.75
    81 , 2327035.75
    82 , 2535180.00
    83 , 2764330.50
    84 , 2682695.50
    85 , 2955465.50
    86 , 3020910.00
    87 , 3121834.50
    88 , 3038170.75
    89 , 3094814.50
    90 , 3232999.25
    91 , 3188223.75
    92 , 3108964.00
    93 , 2933983.50
    94 , 2960234.50
    95 , 2773586.75
    96 , 2865302.00
    97 , 2701240.25
    98 , 2491806.25
    99 , 2283082.25
   100 , 2426320.50
   101 , 2198969.00
   102 , 1858190.75
   103 , 1637941.62
